#OTUID,taxonomy,confidence
b98465a1b8cfa3c17ad41a7658e6774f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,0.9
a92db819a09ceaba762fef7bc9e2a241,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
8ef0ac83308dfb6304fc6c5f44261afa,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,1
1d5a2cc07119ca74774fdfe771c47997,Unassigned,1
39cb835ed8f53d4ed07d984b3ab91da8,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,0.7
308399811a5882013497cfb11e7b8078,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.8
c7b06a928e3505dcfb53ce92535bd01e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
4a41fdd72a67e94eeb82a9b327f50844,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
fd9bc7f3f0fbbb51cc00099c7084d379,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
14dd61cca4f34a36b0e14a47c959d4f2,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Ceramothyrium;s__Ceramothyrium_carniolicum,1
df15bb9d69d66f78116117d48248bc18,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae,0.7
27bfc4315fd9baf8bf2bb854d111c4a0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
b1dd71bb39275ed7404fd04da07b66ed,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
256eb4a403efd0465fea4e41c38b43f0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia,0.7
397b23df7cdf79a35a75eb4ddc848812,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
ea78b9681a3601221feaf1470b35b811,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia,0.7
bc6bff4d8e33a505485a3ea6a9c6fe6b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
87d22658324a51946a86ab8272008367,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
7d7949fabf370c72395d6bdd16eaf8bf,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
14568b217cb5dd33e80a51a57152a00e,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
326de7d5a7ddcb6ddf30893bf2ce8934,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
d3fa03795ab8dbeef67da8e85723d838,Unassigned,1
8fdfcf34c83c74523036c5a91c16f812,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.833333333
ed9d1302e025d77667223686d0d9d9a2,k__Fungi;p__Ascomycota,0.7
7d8148b58d3d00714e04fddd6b68ad3a,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.7
3f2fc52e24a638c3d5fdbcabd27fe065,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,0.9
a9b7f7a58524f6b799e72533be99fa3b,Unassigned,1
8170e065d483665f3e83a9f5f882cb96,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
29b29c33e63d760f673ed3d76f2eac5e,k__Fungi;p__Ascomycota,0.7
513b6307d9e790f1b155b324c947a0fd,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.7
655e87e12d259882c866957acbfccdf9,k__Fungi;p__Ascomycota,0.7
54484a32233f9376497abd807b941213,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
0c260ce04eeae4782a9afaa2deccbeb1,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
f584ad0a06c8b6d65452ba9a45b0154c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
c6eb7073234564053437ed8d3df929ff,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris,0.9
c5d655f088c18a73b0e4f9dd6de33c98,Unassigned,1
3c7b056df541d1b201828cd0d179c8d5,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.8
ecbb737d96982294aea9ec4fcccf0255,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.8
f0533ddc36100d173095c13fa697be65,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia,1
acf550fc833f19bd3ea40756b44223ac,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium,1
ff662a1cf79a8597ce0b44ecec8347b3,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,1
c1a7096827d2baf21eb266b5b62cea98,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
36aa59b1ed26bfc1f0f4089cc4662216,Unassigned,1
39b598bbe3d2967689e614ff08207dc5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Porostereum;s__unidentified,1
26ff1e9d87266c2f430f2d1cd57588e1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
bcb2843d7139bd3085c30951dd8887cd,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
fe8a7afa56080fec525d06d9078d54ad,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
7d3d60c289b3e1199f39149ff9b90f23,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
d611d8b2ddedd40374d516a7727f18d8,k__Fungi;p__Ascomycota,0.7
a6605da5794fa1d5fcad76fddd067bfc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
dc8abc0261b84774b7882b5b0d0c065b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
a90e1cecb9e2552cd94b277bdfa5b940,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium,0.8
41a3e2554efb80f6dd6e0e4ce0411f94,Unassigned,1
92971cacd0d071ac51f9a4278b7dc61e,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
f9872ef097d80cb3856c65eb7d7f3bcf,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
fe4df663c66049c7864ea12061a05f86,k__Fungi;p__Ascomycota,0.7
fa0b95bc286a83654da077e4b4f17432,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
329165b2b12eff0d9c209b11552b5a5a,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,0.666666667
e4c440af29b8277921179b30d0207c34,k__Fungi;p__Ascomycota,0.7
1e64cb077cc1ed2978280a316cc99a21,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
207dc38aedc9e995a52803b2b68252f9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
a7a5b7dcffc97ba0b4ca9cd21b035caa,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
1268f0ba97c056b5c88d6caa32f9262a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__unidentified,1
2748937da62147a0f1bce296d009f20c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Oxyporus,0.75
bfadce96be3de25cde9a6597ab14d839,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,0.9
1206d508b6b381ee3c040ab3ce74e8a8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.7
b39051bc1817caf5a49d03f88628b53e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.6
9aa15e60ba02d13a77fcf68456ecaa81,k__Fungi;p__Ascomycota,0.7
4131fdd980424da20db6f4e2dd8f4169,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
18aac0cab71293f54f97c7a927f34098,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporidiobolus,0.6
9639ef600e3cf4713d217750c4ccd3fe,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
400604df106a7619428e1eda1f0fd72b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Scopuloides,0.555555556
71658e911da08ef56cec75462094225e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
672edc9669537e87966c3f11f23c8394,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.7
c503671a3ba09b4f97b5efeb7d8718c0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
6fc76e39847e803ec40a046f4cefe305,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
2e61aed2ebf3e97d07201384933633dc,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.833333333
533f1ee22a475f654c90943d91557161,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.625
a5aae32fa23ebf32899f556880a4c986,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
577a0fc67f450bcdca3bc6995d753c2f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
fb3774f19013246577a8c720cd9011d1,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
f930800e1be4eea0572aa579af45c296,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora,0.6
f554077175f3ebacce95100f9f6bc076,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
1f74a1789fb22aea583b7da53ddcda66,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis,0.7
d41b8c26d77d897904871616a5141db3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Strobilurus,0.7
81c1f9c6b5586702325609c79fd74c6c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola,1
65563f18fc1aedd21f53dcf6eed74577,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
ed14d2f91d9c587164ecc2af40fc759d,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces,0.7
7be68ee914216380adeb3d7825ddeb7a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium,1
a594ed684d224508631578f4f75437b0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
e0c7a66005a530ad3ad8af80c3f7fd2f,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium,1
6f1b97d67d5f82200793cf4b0f0ccc08,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae,0.9
fd351ab09d788a05dfd1da8f5e7191fb,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
5841235fb9a840af818da748935d32f4,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.545454545
fa9bbe443b8deb69842bbdb382a73cc1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,0.8
c82a82617c13121c97e9cc109db47028,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
fa94b1086780f5f7fe0e28a68698cd85,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polyadelpha,1
010d6c9225d575ea440c1da792274a20,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
7bf00316af9319058ac391c6a840d098,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,0.8
787efbc36bf01487999de18d1d5042f1,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
0aca80734db229f0429fad675d91dc78,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_stellulata,1
5ba32eba623a5265575fec1d163e01b3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,0.9
2e5992f2af311c08abfcf69ba6fb97c1,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
51abcc82013c6b67d104bf0cc2abf113,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,0.9
2bf393fe06a3689f8ccfefbb88509787,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
56f28b06ebf4464f92ee19e1ebc5f807,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.9
807cfa4a1dfab4de9905ec05edc37d04,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia,0.6
520a87586b0bb288eefeb3575cad1e15,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
8135ba3335bea14f48a978b01de3f86d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
5194050a06e298018d9be8dd0a37a54d,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
193fa71c726f849d94ad37e8793d6206,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium,1
4fa49158cf2ef013bd7cb65ab4aaa5f6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__unidentified,1
c0dbbbb3d95343159a6889f593bcf867,k__Fungi;p__Ascomycota,0.7
72eab9f231cf6651a7e401d44673153b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.8
204d24a965283ac120b735a5340992ba,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,0.9
3a1201a655f5acc9eefa31b19f95dfbd,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Hyphodermataceae;g__Hyphoderma,0.8
ee56c14293a2003fa2e309b99076fc76,Unassigned,1
c31ac6d4c40afe09920d263f0b300b6d,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
e319f965c9864f5d30e6c22b18c916aa,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,1
1f9dd4e58183910aedb32d74ed1d03ac,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
d0c8bd4ca279bd0e5508a822d92fd760,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,0.8
e2b381311155575bd7f02647f3f914ef,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
b9e04bfd455f8ddce11bc746b849fb0a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.8
21cc5a36f2bca3c7588fb787c2993aaa,k__Fungi;p__Ascomycota,0.7
b06ca5eea6c6e49ddc7ce79289ec69da,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
a188392f4a0244444822a8c622999e58,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
6f05a52d7ea5096f3a08085198babcac,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,0.9
0076727fc01c960f0227d37a04643879,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
4270c3bf00254e647ea026437bfabf06,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Bondarzewiaceae,0.625
a22ae2a4f445cc9dd5addd8676ad5698,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Strobilurus,0.7
83c3ccab340db29b81e493bf27ac1ccc,Unassigned,1
c185acb70d3dd081454bedc0b0e4d364,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
40f33aea9b3245d95f1ee66cabb76bbc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,0.9
6909a0543ca4bd1e6029d645a7659315,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae,1
034cdaa4ddaf012de0741ad85db95e41,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
6b6cbbb161e837e8d1ebb2fe9bb932de,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
fc8feb3b6323cb4310982d01236a19f1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
b39b631c700d1a0481a7e80cebaa2f87,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
319b4e9348f8af06a01fec18da154c01,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.9
dcade922ae1c68db3cae4d3bceb1c1af,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia,0.7
5b8172e410331716a04cdb0f87614845,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
afd19886298178424457e8f2a7b578e8,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
dbe3794c6a39c1ffc332ed8bf7887137,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus,0.7
35d5ea51f496472ace6fb59a918e227f,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,1
9852e746b3e2c7dc35c36b3e776c0609,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.8
1364f597d836410428d853f917dcdcb2,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
565150fd1e7552225a7c94bfd6b798ac,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
72f3717e2799e043e675047e41022c8a,k__Fungi;p__Ascomycota,0.7
f34d0dcac4e5a6b728e29df20aff15a2,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
5c94f0c8e5a20244240eaa3387112aad,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae,1
9c9b473b38a1aa6a9cd9221ec5c858b3,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina,1
7b28121c0a04027265234d1453b47ccc,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
233210710257a0084c063fd7537e7e38,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.8
b020ce8d757ab58dd0a649e577683e84,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
17d498c6fd7ec71de393371e91e06e10,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae,0.857142857
0f2f64420aa3b6b706f1c4fc012a24b5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
b0a496dacdd50c7edcf197077db7228e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
ccd3a14c640b1fb6220ab48616334bdf,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
f21da0e0a228396db9a6d58124c7cc84,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
a0d62b7387a4e65949b2ea0a99dbfa82,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces,0.8
3a98b1651ece7567a11d4b6843da3c7d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae,0.75
3e742c3343f6f76fbc5f3df23a6ea587,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
123d527c3da9374794865fc656b4ec52,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.9
041c13be3ce1778a19ee964c7103f513,k__Fungi;p__Ascomycota,0.7
f884e39e204236fb2d6eb6466ee85020,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus,0.7
4bbb49c106d0723a2799f01eff8fe813,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.6
488ae01a9fbcaa128d3e6d4b770faf8d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
463a999fe837fa14c0a0ff1c5445aad8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
3f3374ecb8a954d803edc587c96eca45,Unassigned,1
7a7c1f21f39d855c7c68cc8d90a54b48,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
6f922b01b35424eb8a8c454317eb655b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.8
aee841e0a5dca30c954917a99e6238c4,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
17535791e0a76dcf367d35f54640f906,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
fd2ba74c39dfd9ce65364eaa3c16faa5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales,0.833333333
04aa236b19f284e7d7fd1b5dbfbea004,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota,1
3f0261d522f86d7ff541f495922591c2,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.666666667
125ed4929dd4c3f620c2cca8a3183dd4,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.8
5279f5d7e5e2f0ca0b90e1269a3dfda2,k__Fungi;p__Ascomycota,0.7
2226b8d17d041267d3b4422a67e5e129,k__Fungi;p__Ascomycota,0.7
428f539fb5844f452552de0f9bad9e27,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium,1
f0d2d69d9d57b22c62e29969cf3bd78a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Trametopsis;s__Trametopsis_aborigena,1
20bc78f3f4d66f462d6afe174aaedb70,k__Fungi;p__Ascomycota;c__Leotiomycetes,0.8
507c9498fa058a718818a8b5012256b6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae,0.6
5599df4a1c137e4afe6948b15625c375,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.545454545
ab97938708acd8321285186fe066b861,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Trametopsis;s__Trametopsis_aborigena,1
a4daadffe45d4f823c829041c41b65a6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
22afa7aad3ae1e8ef0578b88cf50040f,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
3f89514ebf08996d5581bbf6aa2e541e,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
c558aa3f0e3d5f323498e630b4c4ae71,k__Fungi;p__Ascomycota,0.7
